Rank,Release Group,Worldwide,Domestic,%,Foreign,%
337,Soul Power,"$254,582","$207,121",81.4%,"$47,461",18.6%
338,Larger Than Life in 3D,"$246,042","$246,042",100%,-,-
339,Do Knot Disturb,"$243,176","$213,525",87.8%,"$29,651",12.2%
340,The Yes Men Fix the World,"$241,868","$194,533",80.4%,"$47,335",19.6%
341,Big Fan,"$234,540","$234,540",100%,-,-
342,(Untitled),"$230,600","$230,600",100%,-,-
343,Father,"$230,422","$199,228",86.5%,"$31,194",13.5%
344,World's Greatest Dad,"$221,805","$221,805",100%,-,-
345,Rocket Singh: Salesman of the Year,"$197,650",-,-,"$197,650",100%
346,Máncora,"$196,069","$29,697",15.1%,"$166,372",84.9%
347,Herb & Dorothy,"$194,721","$194,721",100%,-,-
348,Crude,"$185,881","$170,295",91.6%,"$15,586",8.4%
349,Youssou Ndour: I Bring What I Love,"$183,503","$172,225",93.9%,"$11,278",6.1%
350,Passport to Love,"$173,828","$173,828",100%,-,-
351,Gigantic,"$165,888","$102,704",61.9%,"$63,184",38.1%
352,"Police, Adjective","$162,974","$53,206",32.6%,"$109,768",67.4%
353,Teza,"$158,999","$30,070",18.9%,"$128,929",81.1%
354,Altiplano,"$157,796","$2,961",1.9%,"$154,835",98.1%
355,The Horse Boy,"$156,612","$156,612",100%,-,-
356,Brothers at War,"$153,148","$153,148",100%,-,-
357,All the Best: Fun Begins,"$150,902","$120,713",80%,"$30,189",20%
358,Daytime Drinking,"$145,587","$4,970",3.4%,"$140,617",96.6%
359,Not Forgotten,"$142,055","$53,744",37.8%,"$88,311",62.2%
360,Until the Light Takes Us,"$130,441","$130,441",100%,-,-
361,Burma VJ: Reporting from a Closed Country,"$127,063","$51,672",40.7%,"$75,391",59.3%
362,Treeless Mountain,"$124,023","$60,336",48.6%,"$63,687",51.4%
363,"War Eagle, Arkansas","$123,670","$123,670",100%,-,-
364,Street Dreams,"$122,575","$122,575",100%,-,-
365,Examined Life,"$120,712","$120,712",100%,-,-
366,Gentlemen Broncos,"$118,492","$113,682",95.9%,"$4,810",4.1%
367,No Impact Man: The Documentary,"$116,349","$100,028",86%,"$16,321",14%
368,Afghan Star,"$112,909","$102,115",90.4%,"$10,794",9.6%
369,Monster Beach Party,"$112,791","$112,791",100%,-,-
370,Killing Kasztner,"$112,313","$112,313",100%,-,-
371,Medicine for Melancholy,"$111,551","$111,551",100%,-,-
372,The Way We Get By,"$106,542","$106,542",100%,-,-
373,The Skeptic,"$106,128","$6,671",6.3%,"$99,457",93.7%
374,Alien Trespass,"$104,526","$104,526",100%,-,-
375,Rolling,"$103,318","$103,318",100%,-,-
376,Cracks,"$101,860","$29,683",29.1%,"$72,177",70.9%
377,The House of the Devil,"$101,215","$101,215",100%,-,-
378,Under Our Skin,"$98,548","$98,548",100%,-,-
379,Made in U.S.A,"$95,209","$95,209",100%,-,-
380,My Führer 2009 Re-release,"$91,995","$2,465",2.7%,"$89,530",97.3%
381,Throw Down Your Heart,"$89,521","$89,521",100%,-,-
382,Mystery Team,"$89,442","$89,442",100%,-,-
383,Z,"$83,305","$83,305",100%,-,-
384,The Mysteries of Pittsburgh,"$80,283","$80,283",100%,-,-
385,The Sun 2009 Re-release,"$77,303","$77,303",100%,-,-
386,Love N' Dancing,"$73,848","$47,812",64.7%,"$26,036",35.3%
387,Crips and Bloods: Made in America,"$70,219","$70,219",100%,-,-
388,White on Rice,"$69,171","$69,171",100%,-,-
389,Skills Like This,"$63,163","$63,163",100%,-,-
390,The Providence Effect,"$62,500","$62,500",100%,-,-
391,Brighton Rock,"$60,950","$49,466",81.2%,"$11,484",18.8%
392,The Slammin' Salmon,"$60,421","$41,587",68.8%,"$18,834",31.2%
393,Four Seasons Lodge,"$58,334","$58,334",100%,-,-
394,The End of Poverty?,"$57,805","$57,805",100%,-,-
395,The Boys: The Sherman Brothers' Story,"$55,513","$55,513",100%,-,-
396,In a Dream,"$54,640","$54,640",100%,-,-
397,Give Me Your Hand,"$54,147","$3,601",6.7%,"$50,546",93.3%
398,Broken Hill,"$54,058","$54,058",100%,-,-
399,Kal Kissne Dekha,"$54,048","$24,625",45.6%,"$29,423",54.4%
400,Bart Got a Room,"$53,760","$53,760",100%,-,-
401,Visual Acoustics,"$52,467","$52,467",100%,-,-
402,Lost in Love,"$52,453","$52,453",100%,-,-
403,Trucker,"$52,429","$52,429",100%,-,-
404,American Casino,"$50,437","$50,437",100%,-,-
405,Royal Kill,"$50,090","$50,090",100%,-,-
406,Le combat dans l'île,"$50,039","$50,039",100%,-,-
407,Laila's Birthday,"$47,622","$13,689",28.7%,"$33,933",71.3%
408,Collapse,"$46,964","$46,964",100%,-,-
409,Casi divas 2009 Re-release,"$46,612","$46,612",100%,-,-
410,Beeswax,"$46,590","$46,590",100%,-,-
411,William Kunstler: Disturbing the Universe,"$46,078","$46,078",100%,-,-
412,Pressure Cooker,"$44,803","$44,803",100%,-,-
413,The Golden Boys,"$43,600","$43,600",100%,-,-
414,We Live in Public,"$41,711","$41,711",100%,-,-
415,Bliss 2009 Re-release,"$40,349","$40,349",100%,-,-
416,Small Change,"$38,296","$38,296",100%,-,-
417,Uncertainty,"$36,689","$36,689",100%,-,-
418,Our City Dreams,"$34,972","$34,972",100%,-,-
419,Brief Interviews with Hideous Men,"$33,745","$33,745",100%,-,-
420,Mississippi Mermaid,"$33,216","$33,216",100%,-,-
421,Fuel,"$32,465","$32,465",100%,-,-
422,Pontypool,"$32,118","$3,865",12%,"$28,253",88%
423,I'm Glad My Mother Is Alive,"$31,140","$8,705",28%,"$22,435",72%
424,Super Capers: The Origins of Ed and the Missing Bullion,"$30,955","$30,955",100%,-,-
425,American Swing,"$30,156","$30,156",100%,-,-
426,The Windmill Movie,"$30,050","$30,050",100%,-,-
427,Streetballers,"$28,642","$28,642",100%,-,-
428,Explicit Ills,"$28,564","$28,564",100%,-,-
429,An American Affair,"$28,044","$28,044",100%,-,-
430,"Léon Morin, Priest","$27,567","$27,567",100%,-,-
431,Guest of Cindy Sherman,"$27,052","$27,052",100%,-,-
432,The Garden,"$26,931","$26,931",100%,-,-
433,Earth Days,"$26,748","$26,748",100%,-,-
434,The Answer Man,"$26,676","$26,676",100%,-,-
435,Endgame,"$26,260","$9,645",36.7%,"$16,615",63.3%
436,Perestroika,"$26,064","$26,064",100%,-,-
437,Nursery University,"$26,042","$26,042",100%,-,-
438,Gotta Dance,"$25,108","$25,108",100%,-,-
439,Coyote County Loser,"$24,375","$24,375",100%,-,-
440,The Big Gay Musical,"$24,140","$24,140",100%,-,-
441,Frequently Asked Questions About Time Travel,"$23,820",-,-,"$23,820",100%
442,Death in Love,"$23,412","$23,412",100%,-,-
443,Weather Girl,"$22,779","$22,779",100%,-,-
444,Downloading Nancy,"$22,282","$22,282",100%,-,-
445,Walt & El Grupo,"$20,521","$20,521",100%,-,-
446,If I Die Tonight,"$20,214","$20,214",100%,-,-
447,A Wink and a Smile,"$20,169","$20,169",100%,-,-
448,Harmony and Me,"$20,099","$20,099",100%,-,-
449,The Open Road,"$19,716","$19,716",100%,-,-
450,Daddy Cool: Join the Fun,"$19,069","$14,319",75.1%,"$4,750",24.9%
451,Severed Ways: The Norse Discovery of America,"$18,728","$18,728",100%,-,-
452,Blessed Is the Match: The Life and Death of Hannah Senesh,"$18,654","$18,654",100%,-,-
453,Between Love & Goodbye,"$18,480","$18,480",100%,-,-
454,Dare,"$18,000","$18,000",100%,-,-
455,Women in Trouble,"$18,000","$18,000",100%,-,-
456,The Missing Person,"$17,896","$17,896",100%,-,-
457,The New Twenty,"$17,625","$17,625",100%,-,-
458,Adventures of Power,"$17,419","$17,419",100%,-,-
459,Defamation,"$17,309","$12,038",69.5%,"$5,271",30.5%
460,Home,"$17,182","$9,478",55.2%,"$7,704",44.8%
461,April Showers,"$16,880","$16,880",100%,-,-
462,Splinterheads,"$16,392","$16,392",100%,-,-
463,Tennessee,"$16,100","$16,100",100%,-,-
464,Who's That Knocking at My Door,"$16,085",-,-,"$16,085",100%
465,Chelsea on the Rocks,"$15,148","$11,799",77.9%,"$3,349",22.1%
466,The Education of Charlie Banks,"$15,078","$15,078",100%,-,-
467,Yuri Gagarin Conspiracy: Fallen Idol,"$14,471","$14,471",100%,-,-
468,Nobody,"$14,271","$14,271",100%,-,-
469,Carmen and Geoffrey,"$14,130","$14,130",100%,-,-
470,Sherman's Way,"$13,282","$13,282",100%,-,-
471,Betty Blue 2009 Director's Cut,"$13,029","$13,029",100%,-,-
472,The Art of Being Straight,"$12,831","$12,831",100%,-,-
473,Sex Positive,"$12,069","$12,069",100%,-,-
474,One Peace at a Time,"$11,698","$11,698",100%,-,-
475,Peter and Vandy,"$11,495","$11,495",100%,-,-
476,Taxidermia 2009 Re-release,"$11,408","$11,408",100%,-,-
477,Looking for Palladin,"$11,268","$11,268",100%,-,-
478,Vanished Empire 2009 Re-release,"$10,289","$10,289",100%,-,-
479,Act of God,"$9,955","$9,955",100%,-,-
480,Fix,"$9,890","$9,890",100%,-,-
481,The River Within,"$9,811","$9,811",100%,-,-
482,Robert Blecker Wants Me Dead,"$9,166","$9,166",100%,-,-
483,The Janky Promoters,"$9,069","$9,069",100%,-,-
484,Blind Date,"$8,449","$8,449",100%,-,-
485,Winter of Frozen Dreams,"$8,321","$8,321",100%,-,-
486,Grace,"$8,297","$8,297",100%,-,-
487,Yonkers Joe,"$8,286","$8,286",100%,-,-
488,Loren Cass,"$8,125","$8,125",100%,-,-
489,Spinning Into Butter,"$8,064","$8,064",100%,-,-
490,I Sell the Dead,"$8,050","$8,050",100%,-,-
491,Reunion,"$8,030","$8,030",100%,-,-
492,Eleven Minutes,"$7,986","$7,986",100%,-,-
493,Jazz in the Diamond District,"$7,634","$7,634",100%,-,-
494,Pretty Ugly People,"$6,537","$6,537",100%,-,-
495,The Bride & The Grooms,"$5,995","$5,995",100%,-,-
496,Waiting for Dublin,"$5,925","$5,925",100%,-,-
497,Gogol Bordello Non-Stop,"$5,532","$5,532",100%,-,-
498,The Strip,"$5,107","$5,107",100%,-,-
499,The Death Factory Bloodletting,"$4,638","$4,638",100%,-,-
500,The Ministers,"$4,447","$4,447",100%,-,-
501,Corked,"$4,254","$4,254",100%,-,-
502,Death of a Ghost Hunter,"$3,490","$3,490",100%,-,-
503,American Fork,"$3,359","$3,359",100%,-,-
504,Devil Girl,"$3,244","$3,244",100%,-,-
505,Gooby,"$3,234","$3,234",100%,-,-
506,The Blue Tooth Virgin,"$2,762","$2,762",100%,-,-
507,The Village Barbershop,"$2,359","$2,359",100%,-,-
508,The Bad and the Beautiful,"$2,025",-,-,"$2,025",100%
509,Sikandar,"$1,954","$1,954",100%,-,-
510,Shuttle,"$1,925","$1,925",100%,-,-
511,The Canyon,"$1,785","$1,785",100%,-,-
512,Ghosted,"$1,780","$1,780",100%,-,-
513,America Betrayed,"$1,311","$1,311",100%,-,-
514,Confessionsofa Ex-Doofus-ItchyFooted Mutha,"$1,013","$1,013",100%,-,-
515,How to Be a Serial Killer,$899,$899,100%,-,-
516,All That Heaven Allows,$170,-,-,$170,100%
517,The Objective,$95,$95,100%,-,-
518,Dog Eat Dog,$80,$80,100%,-,-
